simplified	MY	example_MY	KM	example_KM	LO	example_LO
经济	စီးပွားရေး	ဒီနှစ်များအတွင်း စီးပွားရေး ဖွံ့ဖြိုးတိုးတက်မှု မြန်သည်။	សេដ្ឋកិច្ច	ប៉ុន្មានឆ្នាំនេះ សេដ្ឋកិច្ចអភិវឌ្ឍលឿនណាស់។	ເສດຖະກິດ	ຫຼາຍປີມານີ້ ເສດຖະກິດພັດທະນາໄວຫຼາຍ.
经历	အတွေ့အကြုံ; ကြုံတွေ့သည်	သူမသည် ခရီးသွားအတွေ့အကြုံကို ဆောင်းပါးအဖြစ် ရေးခဲ့သည်။	បទពិសោធន៍; ឆ្លងកាត់	នាងបានសរសេរបទពិសោធន៍ធ្វើដំណើររបស់នាងជាអត្ថបទ។	ປະສົບການ; ຜ່ານ	ນາງຂຽນປະສົບການການເດີນທາງເປັນບົດຄວາມ.
经验	အတွေ့အကြုံ	သူသည် အတွေ့အကြုံကြွယ်ဝသော ဆရာတစ်ဦး ဖြစ်သည်။	បទពិសោធន៍	គាត់ជាគ្រូដែលមានបទពិសោធន៍ច្រើន។	ປະສົບການ	ລາວເປັນຄູທີ່ມີປະສົບການຫຼາຍ.
景色	ရှုခင်း	နေဝင်ချိန်တွင် ပင်လယ်ကမ်းခြေရဲ့ ရှုခင်းက အလွန်လှသည်။	ទេសភាព	ពេលថ្ងៃលិច ទេសភាពឆ្នេរសមុទ្រស្អាតណាស់។	ທິວທັດ	ຕອນຕາເວັນຕົກ ທິວທັດຊາຍທະເລງາມຫຼາຍ.
警察	ရဲ; ရဲအရာရှိ	ရဲတွေ စုံစမ်းစစ်ဆေးနေကြသည်။	ប៉ូលិស; មន្ត្រីប៉ូលិស	ប៉ូលិសកំពុងធ្វើការស៊ើបអង្កេត។	ຕຳຫຼວດ	ຕຳຫຼວດກຳລັງສືບສວນ.
竞争	ယှဉ်ပြိုင်သည်; ပြိုင်ဆိုင်မှု	သူက ကိုယ့်ကိုယ်ကို ယုံကြည်မှုရှိပြီး လူများနှင့် ယှဉ်ပြိုင်ရတာ ကြိုက်သည်။	ប្រកួតប្រជែង; ការប្រកួតប្រជែង	គាត់មានទំនុកចិត្ត ហើយចូលចិត្តប្រកួតប្រជែងជាមួយអ្នកដទៃ។	ແຂ່ງຂັນ; ການແຂ່ງຂັນ	ລາວໝັ້ນໃຈໃນຕົນເອງ ແລະມັກແຂ່ງຂັນກັບຄົນອື່ນ.
竟然	မထင်မှတ်ဘဲ; အံ့အားသင့်စွာ	သူဟာ ဒီလိုလူ ဖြစ်မယ်လို့ ကျွန်တော် လုံးဝ မထင်ခဲ့ဘူး။	មិននឹកស្មានថា; យ៉ាងភ្ញាក់ផ្អើល	ខ្ញុំមិនបាននឹកស្មានទាល់តែសោះថាគាត់ជាមនុស្សបែបនេះ។	ບໍ່ຄາດຄິດວ່າ; ຢ່າງນ່າປະຫຼາດ	ຂ້ອຍບໍ່ເຄີຍຄິດເລີຍວ່າລາວຈະເປັນຄົນແບບນີ້.
镜子	မှန်	တောင်းပန်ပါတယ်၊ ကျွန်တော် မှန်ကို ကွဲသွားစေခဲ့သည်။	កញ្ចក់	សូមទោស ខ្ញុំបានធ្វើឱ្យកញ្ចក់បែក។	ແວ່ນແຍງ; ກະຈົກ	ຂໍໂທດ ຂ້ອຍເຮັດກະຈົກແຕກ.
究竟	တကယ်တော့; အတိအကျ	မင်း တကယ် ဘာကြောင့် ငိုနေတာလဲ။	ពិតប្រាកដ; ចុងក្រោយ	អ្នកពិតប្រាកដហេតុអ្វីបានជាយំ?	ແນ່ນອນ; ແທ້ໆ	ເຈົ້າຮ້ອງໄຫ້ເພາະຫຍັງແນ່?
举	မြှောက်သည်; မသည်	ကျေးဇူးပြု၍ လက်မြှောက်ပြီး မေးခွန်းကို ဖြေပါ။	លើក	សូមលើកដៃឆ្លើយសំណួរ។	ຍົກ	ກະລຸນາຍົກມືເພື່ອຕອບຄຳຖາມ.
举办	ကျင်းပသည်; စီစဉ်ကျင်းပသည်	ဒီလှုပ်ရှားမှုကို ကျွန်တော်တို့က စီစဉ်ကျင်းပမည်။	រៀបចំ; ប្រារព្ធ	ព្រឹត្តិការណ៍នេះត្រូវបានរៀបចំដោយពួកយើង។	ຈັດ; ຈັດງານ	ກິດຈະກຳນີ້ຈັດໂດຍພວກເຮົາ.
举行	ကျင်းပသည်	အစည်းအဝေးကို နှစ်နာရီမှာ ကျင်းပမည်။	ប្រារព្ធ; ធ្វើឡើង	កិច្ចប្រជុំនឹងធ្វើឡើងនៅម៉ោងពីរ។	ຈັດຂຶ້ນ; ດຳເນີນຂຶ້ນ	ກອງປະຊຸມຈະຈັດຂຶ້ນເວລາສອງໂມງ.
拒绝	ငြင်းသည်; ငြင်းပယ်သည်	သူက အားလုံးရဲ့ ဖိတ်ကြားချက်ကို ငြင်းပယ်ခဲ့သည်။	បដិសេធ	គាត់បានបដិសេធការអញ្ជើញរបស់អ្នកទាំងអស់គ្នា។	ປະຕິເສດ	ລາວປະຕິເສດຄຳເຊີນຂອງທຸກຄົນ.
聚会	ပါတီ; စုဝေးပွဲ	မနက်ဖြန် ပါတီတစ်ခု ရှိတယ်၊ မင်း ပါဝင်ချင်လား။	ពិធីជប់លៀង; ការជួបជុំ	ស្អែកមានពិធីជប់លៀងមួយ អ្នកចង់ចូលរួមទេ?	ງານສັງສັນ; ການພົບປະ	ມື້ອື່ນມີງານສັງສັນ ເຈົ້າຢາກເຂົ້າຮ່ວມບໍ?
距离	အကွာအဝေး; ဝေးသည်	ကျွန်တော့်အိမ်က ကုမ္ပဏီနဲ့ အရမ်းဝေးသည်။	ចម្ងាយ; ឆ្ងាយពី	ផ្ទះខ្ញុំនៅឆ្ងាយពីក្រុមហ៊ុនណាស់។	ໄລຍະຫ່າງ; ຫ່າງຈາກ	ເຮືອນຂ້ອຍຢູ່ໄກຈາກບໍລິສັດຫຼາຍ.
开玩笑	နောက်ပြောင်သည်; စသည်	မင်း နောက်ပြောင်နေတာ မဟုတ်လား။	និយាយលេង; លេងសើច	អ្នកកំពុងនិយាយលេងមែនទេ?	ເວົ້າຫຼິ້ນ; ຢອກຫຼິ້ນ	ເຈົ້າກຳລັງເວົ້າຫຼິ້ນແມ່ນບໍ?
开心	ပျော်သည်; ဝမ်းသာသည်	ညီမလေးက ပျော်ရွှင်စွာ ပြုံးခဲ့သည်။	សប្បាយចិត្ត; រីករាយ	ប្អូនស្រីញញឹមយ៉ាងសប្បាយចិត្ត។	ດີໃຈ; ມີຄວາມສຸກ	ນ້ອງສາວຍິ້ມຢ່າງມີຄວາມສຸກ.
看法	အမြင်; ထင်မြင်ချက်	သူက ကိုယ့်အမြင်ကို အမြဲ ဆက်လက်ထိန်းသိမ်းထားသည်။	ទស្សនៈ; មតិយោបល់	គាត់តែងតែប្រកាន់ទស្សនៈរបស់ខ្លួន។	ທັດສະນະ; ຄວາມເຫັນ	ລາວຍຶດຖືຄວາມເຫັນຂອງຕົນເອງມາຕະຫຼອດ.
烤鸭	ဘဲကင်	ပေကျင်း ဘဲကင်က အလွန်နာမည်ကြီးသည်။	ទាអាំង	ទាអាំងប៉េកាំងល្បីណាស់។	ເປັດປີ້ງ	ເປັດປີ້ງປັກກິ່ງມີຊື່ສຽງຫຼາຍ.
考虑	စဉ်းစားသည်; ထည့်သွင်းစဉ်းစားသည်	ဒီကိစ္စကို ကျွန်တော် သေချာစဉ်းစားမယ်။	ពិចារណា	ខ្ញុំនឹងពិចារណាបញ្ហានេះយ៉ាងម៉ត់ចត់។	ພິຈາລະນາ; ຄິດທົບທວນ	ຂ້ອຍຈະພິຈາລະນາບັນຫານີ້ຢ່າງຈິງຈັງ.
棵	ပင်	ဒီသစ်ပင်က မြင့်လည်းမြင့် ကြီးလည်းကြီးသည်။	ដើម	ដើមឈើនេះខ្ពស់ហើយធំណាស់។	ຕົ້ນ	ຕົ້ນໄມ້ນີ້ທັງສູງແລະໃຫຍ່.
科学	သိပ္ပံ; သိပ္ပံပညာ	သူသည် ကျောင်းမှာ သိပ္ပံဗဟုသုတများစွာ သင်ယူခဲ့သည်။	វិទ្យាសាស្ត្រ	គាត់បានរៀនចំណេះដឹងវិទ្យាសាស្ត្រច្រើននៅសាលា។	ວິທະຍາສາດ	ລາວໄດ້ຮຽນຄວາມຮູ້ວິທະຍາສາດຫຼາຍຢູ່ໂຮງຮຽນ.
咳嗽	ချောင်းဆိုးသည်	သူ အအေးမိပြီး ချောင်းဆိုးတာ အလွန်ဆိုးသည်။	ក្អក	គាត់ផ្តាសាយ ហើយក្អកខ្លាំងណាស់។	ໄອ	ລາວເປັນຫວັດ ແລະໄອແຮງຫຼາຍ.
可怜	သနားစရာကောင်းသော	ဒီကလေးက အိမ်ပြန်လမ်းမတွေ့တော့ဘူး၊ တကယ် သနားစရာကောင်းသည်။	គួរឱ្យអាណិត	ក្មេងនេះរកផ្ទះមិនឃើញទេ គួរឱ្យអាណិតណាស់។	ໜ້າສົງສານ	ເດັກຄົນນີ້ຫາທາງກັບບ້ານບໍ່ເຫັນ ໜ້າສົງສານຫຼາຍ.
可是	ဒါပေမဲ့; သို့သော်	ကျွန်တော် အရမ်းသွားချင်ပေမဲ့ တကယ် အချိန်မရှိဘူး။	ប៉ុន្តែ; ក៏ប៉ុន្តែ	ទោះបីខ្ញុំចង់ទៅណាស់ក៏ដោយ ប៉ុន្តែពិតជាគ្មានពេលទេ។	ແຕ່; ແຕ່ວ່າ	ເຖິງວ່າຂ້ອຍຢາກໄປຫຼາຍ ແຕ່ບໍ່ມີເວລາແທ້ໆ.
可惜	နှမြောစရာကောင်းသည်; စိတ်မကောင်းစရာ	မင်း ကျွန်တော်တို့ပါတီကို မလာနိုင်တာ အလွန်နှမြောစရာကောင်းသည်။	គួរឱ្យស្តាយ	អ្នកមិនអាចមកចូលរួមពិធីជប់លៀងរបស់ពួកយើងបាន គួរឱ្យស្តាយណាស់។	ໜ້າເສຍດາຍ	ເຈົ້າມາຮ່ວມງານສັງສັນຂອງພວກເຮົາບໍ່ໄດ້ ໜ້າເສຍດາຍຫຼາຍ.
客厅	ဧည့်ခန်း	အဖေက ဧည့်ခန်းမှာ တီဗီကြည့်နေတယ်။	បន្ទប់ទទួលភ្ញៀវ	ឪពុកកំពុងមើលទូរទស្សន៍នៅបន្ទប់ទទួលភ្ញៀវ។	ຫ້ອງຮັບແຂກ	ພໍ່ກຳລັງເບິ່ງໂທລະທັດຢູ່ຫ້ອງຮັບແຂກ.
